"RESPNO";"withinwt_ea";"URBRUR";"REGION";"EA_SVC_A";"EA_SVC_B";"EA_FAC_B";"EA_ROAD_C";"THISINT";"ADULT_CT";"CALLS";"Q1";"Q2";"Q46F";"Q46G";"Q46H";"Q46I";"Q57A";"Q57B";"Q58A";"Q58C";"Q90D";"Q90F";"Q90G";"Q91C";"Q92A";"Q94";"LENGTH";"Q101";"Q102";"Q103"
"CDI0828";0.75483761939605;"Urbain";"INDENIE-DJUABLIN";"Non";"Non";"Non";"Passable";"Homme";"2";"1";"41";"Français";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Non";"Pas d’enseignement formel";67;"Homme";"Noir / Africain";"Français"
"CDI0781";0.726005961466412;"Rural";"N'ZI";"Non";"Non";"Non";"Passable";"Femme";"3";"1";"54";"Baoulé";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Non";"Non";"Autre raison";"Non. Personne dans le ménage n’en possède";"Non. Personne dans le ménage n’en possède";"Non applicable";"Non, pas disponible";"Non";"Pas d’enseignement formel";85;"Femme";"Noir / Africain";"Français"
"CDI0835";0.75483761939605;"Urbain";"INDENIE-DJUABLIN";"Non";"Non";"Non";"Passable";"Femme";"4";"1";"37";"Agny";"Plutôt bien";"Plutôt mal";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";85;"Femme";"Noir / Africain";"Français"
"CDI0856";0.980081257504833;"Rural";"WORODOUGOU";"Oui";"Oui";"Oui";"Très mauvaise";"Homme";"2";"1";"42";"Autre";"Très bien";"Très bien";"Très bien";"Très bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Enseignement primaire inachevé";77;"Homme";"Noir / Africain";"Français"
"CDI0796";1.3671558541582;"Urbain";"SAN-PEDRO";"Oui";"Oui";"Oui";"Bonne";"Femme";"5";"1";"32";"Yacouba";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";68;"Femme";"Noir / Africain";"Français"
"CDI0349";0.828303862926568;"Urbain";"GUEMON";"Oui";"Non";"Oui";"Mauvaise";"Femme";"5";"1";"61";"Wobé";"Plutôt mal";"Très mal";"Plutôt bien";"Très mal";"Non";"Non";"Non";"Le vaccin peut causer l’infertilité";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";79;"Femme";"Noir / Africain";"Français"
"CDI0366";0.828303862926568;"Urbain";"GUEMON";"Oui";"Non";"Oui";"Mauvaise";"Homme";"3";"1";"29";"Wobé";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";71;"Homme";"Noir / Africain";"Français"
"CDI0433";1.2963227113805;"Rural";"GUEMON";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"4";"1";"45";"Guéré";"Très mal";"Plutôt bien";"Très mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";78;"Homme";"Noir / Africain";"Français"
"CDI0843";1.46980976288612;"Urbain";"LA ME";"Oui";"Oui";"Oui";"Bonne";"Homme";"2";"1";"38";"Français";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";80;"Homme";"Noir / Africain";"Français"
"CDI0463";0.665356962693929;"Rural";"BOUNKANI";"Oui";"Non";"Oui";"Très bonne";"Femme";"5";"1";"21";"Français";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";65;"Femme";"Noir / Africain";"Français"
"CDI0816";0.646999759593573;"Urbain";"LÔH-DJIBOUA";"Oui";"Oui";"Oui";"Passable";"Homme";"1";"1";"21";"Français";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";79;"Homme";"Noir / Africain";"Français"
"CDI0858";1.29298619784467;"Rural";"PORO";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"1";"1";"49";"Français";"Très bien";"Très bien";"Très bien";"Très mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";99;"Homme";"Noir / Africain";"Français"
"CDI1152";0.87357153935601;"Rural";"TCHOLOGO";"Non";"Non";"Non";"Très mauvaise";"Femme";"2";"1";"28";"Sénoufo";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Non. Personne dans le ménage n’en possède";"Non applicable";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";91;"Femme";"Noir / Africain";"Français"
"CDI0754";1.05873989009456;"Rural";"GONTOUGO";"Oui";"Non";"Oui";"Passable";"Femme";"5";"1";"21";"Koulango";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";60;"Femme";"Noir / Africain";"Français"
"CDI1182";1.00051429692484;"Rural";"BELIER";"Non";"Non";"Oui";"Mauvaise";"Femme";"2";"1";"19";"Baoulé";"Très mal";"Plutôt bien";"Très bien";"Très bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, hors de la concession";"Non";"Enseignement secondaire / lycée inachevé";95;"Femme";"Noir / Africain";"Français"
"CDI0830";0.75483761939605;"Urbain";"INDENIE-DJUABLIN";"Non";"Non";"Non";"Passable";"Homme";"2";"1";"32";"Français";"Plutôt bien";"Très bien";"Très bien";"Très bien";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Université inachevée";85;"Homme";"Noir / Africain";"Français"
"CDI0598";0.47503789871333;"Rural";"FOLON";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"2";"1";"23";"Bambara";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";95;"Femme";"Noir / Africain";"Français"
"CDI0610";0.47503789871333;"Rural";"FOLON";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"2";"1";"27";"Bambara";"Plutôt mal";"Plutôt mal";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";73;"Homme";"Noir / Africain";"Français"
"CDI0818";1.04168670561004;"Rural";"TONKPI";"Non";"Non";"Oui";"Bonne";"Femme";"4";"1";"52";"Yacouba";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";78;"Femme";"Noir / Africain";"Français"
"CDI0824";1.04168670561004;"Rural";"TONKPI";"Non";"Non";"Oui";"Bonne";"Homme";"3";"1";"38";"Yacouba";"Très mal";"Très mal";"Plutôt bien";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";71;"Homme";"Noir / Africain";"Français"
"CDI0880";1.30717563816896;"Rural";"LÔH-DJIBOUA";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"8";"1";"30";"Godié";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";83;"Femme";"Noir / Africain";"Français"
"CDI0803";0.646999759593573;"Urbain";"LÔH-DJIBOUA";"Oui";"Oui";"Oui";"Passable";"Femme";"5";"1";"28";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";84;"Femme";"Noir / Africain";"Français"
"CDI0470";1.14655986531007;"Urbain";"PORO";"Oui";"Non";"Oui";"Passable";"Homme";"5";"1";"45";"Sénoufo";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire achevé";91;"Homme";"Noir / Africain";"Français"
"CDI0416";1.01036250913316;"Rural";"BAGOUE";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"3";"1";"45";"Malinké / Dioula";"Très bien";"Très bien";"Plutôt bien";"Très mal";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée achevé";85;"Homme";"Noir / Africain";"Français"
"CDI0428";1.2963227113805;"Rural";"GUEMON";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"4";"1";"19";"Guéré";"Plutôt bien";"Très mal";"Plutôt bien";"Très mal";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";121;"Femme";"Noir / Africain";"Français"
"CDI0772";0.726005961466412;"Rural";"N'ZI";"Non";"Non";"Non";"Passable";"Homme";"8";"1";"69";"Baoulé";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Pas d’enseignement formel";98;"Homme";"Noir / Africain";"Français"
"CDI1121";0.83266906901268;"Urbain";"YAMOUSSOUKRO";"Oui";"Oui";"Non";"Très bonne";"Homme";"8";"1";"50";"Baoulé";"Très mal";"Très mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";97;"Homme";"Noir / Africain";"Français"
"CDI0132";0.969857257646963;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Passable";"Homme";"4";"1";"22";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Très mal";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";83;"Homme";"Noir / Africain";"Français"
"CDI1114";0.821870184896595;"Urbain";"AGNEBY-TIASSA";"Oui";"Non";"Oui";"Bonne";"Homme";"3";"1";"23";"Français";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Oui";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";76;"Homme";"Noir / Africain";"Français"
"CDI0608";1.13010855789569;"Rural";"SUD-COMOE";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"1";"1";"38";"Français";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Ne pas faire confiance à la source du vaccin/Attendra d’autres vaccins";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";90;"Femme";"Noir / Africain";"Français"
"CDI1156";1.09474844798388;"Rural";"GRAND-PONTS";"Non";"Non";"Oui";"Très mauvaise";"Homme";"2";"1";"64";"Autre";"Très mal";"Plutôt bien";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Enseignement secondaire / lycée inachevé";98;"Homme";"Noir / Africain";"Français"
"CDI0656";1.12533484696193;"Rural";"BERE";"Oui";"Non";"Oui";"Mauvaise";"Femme";"10";"1";"40";"Autre";"Plutôt bien";"Très mal";"Très mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Pas d’enseignement formel";77;"Femme";"Noir / Africain";"Français"
"CDI0546";0.682400976402785;"Urbain";"GONTOUGO";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"1";"1";"52";"Koulango";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";99;"Homme";"Noir / Africain";"Français"
"CDI0651";1.18898170197127;"Rural";"GONTOUGO";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"4";"1";"28";"Lobi";"Plutôt bien";"Plutôt mal";"Très bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";88;"Femme";"Noir / Africain";"Français"
"CDI0881";1.11329341360024;"Rural";"HAMBOL";"Oui";"Non";"Oui";"Mauvaise";"Femme";"2";"1";"32";"Autre";"Très bien";"Très mal";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";75;"Femme";"Noir / Africain";"Français"
"CDI0888";1.26699893239935;"Rural";"GBOKLE";"Non";"Non";"Oui";"Passable";"Homme";"2";"1";"25";"Lobi";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Enseignement secondaire / lycée inachevé";76;"Homme";"Noir / Africain";"Français"
"CDI0600";1.13010855789569;"Rural";"SUD-COMOE";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"2";"1";"44";"Français";"Très mal";"Plutôt bien";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";93;"Homme";"Noir / Africain";"Français"
"CDI0445";1.00235418001484;"Rural";"GÔH";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"3";"1";"41";"Bété";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";87;"Femme";"Noir / Africain";"Français"
"CDI0961";1.10273584641742;"Rural";"LÔH-DJIBOUA";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"2";"1";"41";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Très mal";"Non";"Non";"Non";"Je prendrai le vaccin plus tard";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Pas d’enseignement formel";87;"Femme";"Noir / Africain";"Français"
"CDI0616";0.47503789871333;"Rural";"FOLON";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"1";"1";"44";"Malinké / Dioula";"Plutôt bien";"Très bien";"Très mal";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";119;"Homme";"Noir / Africain";"Français"
"CDI0233";1.32127598782671;"Rural";"GUEMON";"Oui";"Non";"Oui";"Mauvaise";"Homme";"3";"1";"31";"Malinké / Dioula";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, à l’intérieur de la concession";"Non";"Enseignement primaire inachevé";76;"Homme";"Noir / Africain";"Français"
